sample_index,segment_id,midi_path,bpm,midi_note,pitch_name,onset_time,onset_slot,gt_class,gt_name,pred_class,pred_name,pred_confidence,pred_duration_class,pred_duration_name,gt_physical_class,gt_physical_name,gt_sounding_class,gt_sounding_name,gt_physical_duration,gt_sounding_duration,pred_duration
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,59,59,0.049479,0,2,16th,0,32nd,0.580078,0,32nd,0,32nd,2,16th,0.035156,0.130208,0.032
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,65,65,0.166667,1,3,dotted_16th,1,dotted_32nd,0.875488,0,32nd,0,32nd,3,dotted_16th,0.06901,0.15625,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,53,53,0.174479,1,2,16th,1,dotted_32nd,0.641602,0,32nd,0,32nd,2,16th,0.067708,0.145833,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,59,59,0.179688,1,2,16th,0,32nd,0.669434,0,32nd,0,32nd,3,dotted_16th,0.059896,0.154948,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,59,59,0.334635,3,2,16th,1,dotted_32nd,0.611328,0,32nd,0,32nd,2,16th,0.06901,0.148438,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,71,71,0.330729,3,4,eighth,0,32nd,0.395264,0,32nd,0,32nd,4,eighth,0.048177,0.295573,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,76,76,0.334635,3,2,16th,1,dotted_32nd,0.360596,2,16th,0,32nd,4,eighth,0.041667,0.291667,0.144
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,83,83,0.326823,3,4,eighth,1,dotted_32nd,0.430664,3,dotted_16th,1,dotted_32nd,4,eighth,0.079427,0.299479,0.176
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,53,53,0.320312,3,2,16th,1,dotted_32nd,0.593262,0,32nd,0,32nd,2,16th,0.067708,0.151042,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,53,53,0.471354,4,3,dotted_16th,0,32nd,0.57959,0,32nd,0,32nd,3,dotted_16th,0.053385,0.154948,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,59,59,0.483073,4,5,dotted_eighth,3,dotted_16th,0.722168,0,32nd,0,32nd,2,16th,0.035156,0.143229,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,65,65,0.470052,4,5,dotted_eighth,0,32nd,0.496094,0,32nd,0,32nd,3,dotted_16th,0.03776,0.15625,0.032
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,79,79,0.885417,7,5,dotted_eighth,1,dotted_32nd,0.337158,0,32nd,0,32nd,5,dotted_eighth,0.042969,0.322917,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,91,91,0.88151,7,7,dotted_quarter,0,32nd,0.647461,0,32nd,0,32nd,7,dotted_quarter,0.054688,0.66276,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,84,84,0.891927,7,5,dotted_eighth,2,16th,0.396729,0,32nd,0,32nd,6,quarter,0.046875,0.558594,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,28,28,0.904948,7,10,whole,4,eighth,0.762207,0,32nd,0,32nd,10,whole,0.0625,2.078125,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,40,40,0.904948,7,6,quarter,0,32nd,0.696777,0,32nd,0,32nd,10,whole,0.057292,2.078125,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,86,86,1.200521,10,7,dotted_quarter,0,32nd,0.735352,0,32nd,2,16th,7,dotted_quarter,0.109375,0.863281,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,74,74,1.204427,10,7,dotted_quarter,1,dotted_32nd,0.577148,0,32nd,0,32nd,7,dotted_quarter,0.053385,0.863281,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,79,79,1.208333,10,3,dotted_16th,0,32nd,0.477783,0,32nd,0,32nd,5,dotted_eighth,0.045573,0.345052,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,56,56,1.39974,11,2,16th,1,dotted_32nd,0.795898,0,32nd,0,32nd,2,16th,0.071615,0.126302,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,68,68,1.402344,11,2,16th,0,32nd,0.994141,0,32nd,0,32nd,2,16th,0.058594,0.123698,0.032
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,84,84,1.450521,12,2,16th,0,32nd,0.931152,0,32nd,0,32nd,2,16th,0.046875,0.113281,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,1.447917,12,7,dotted_quarter,0,32nd,0.949219,0,32nd,0,32nd,7,dotted_quarter,0.028646,0.77474,0.032
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,56,56,1.526042,12,3,dotted_16th,2,16th,0.51709,0,32nd,1,dotted_32nd,3,dotted_16th,0.076823,0.182292,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,68,68,1.526042,12,3,dotted_16th,0,32nd,0.869629,0,32nd,0,32nd,3,dotted_16th,0.065104,0.177083,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,62,62,1.533854,12,3,dotted_16th,0,32nd,0.70752,0,32nd,0,32nd,3,dotted_16th,0.065104,0.177083,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,79,79,1.553385,12,6,quarter,1,dotted_32nd,0.756836,0,32nd,0,32nd,6,quarter,0.026042,0.518229,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,91,91,1.544271,12,8,half,0,32nd,0.455811,0,32nd,0,32nd,8,half,0.039062,0.971354,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,68,68,1.703125,14,2,16th,0,32nd,0.824707,0,32nd,0,32nd,2,16th,0.054688,0.127604,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,56,56,1.708333,14,2,16th,1,dotted_32nd,0.760254,0,32nd,0,32nd,2,16th,0.048177,0.134115,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,62,62,1.710938,14,2,16th,0,32nd,0.587402,0,32nd,0,32nd,2,16th,0.036458,0.136719,0.032
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,68,68,1.830729,15,4,eighth,0,32nd,0.817383,0,32nd,0,32nd,4,eighth,0.026042,0.235677,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,56,56,1.842448,15,4,eighth,2,16th,0.750977,0,32nd,0,32nd,4,eighth,0.03776,0.217448,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,62,62,1.847656,15,3,dotted_16th,2,16th,0.740234,0,32nd,0,32nd,4,eighth,0.02474,0.221354,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,62,62,2.06901,17,2,16th,0,32nd,0.538574,0,32nd,0,32nd,2,16th,0.045573,0.123698,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,68,68,2.066406,17,2,16th,0,32nd,0.865723,0,32nd,0,32nd,2,16th,0.042969,0.126302,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,74,74,2.067708,17,6,quarter,0,32nd,0.590332,0,32nd,0,32nd,6,quarter,0.059896,0.459635,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,79,79,2.071615,17,2,16th,0,32nd,0.663086,1,dotted_32nd,0,32nd,6,quarter,0.040365,0.447917,0.08
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,86,86,2.063802,17,8,half,0,32nd,0.932129,0,32nd,1,dotted_32nd,8,half,0.105469,0.919271,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,56,56,2.197917,18,8,half,7,dotted_quarter,0.69873,0,32nd,0,32nd,7,dotted_quarter,0.065104,0.785156,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,62,62,2.192708,18,5,dotted_eighth,0,32nd,0.850098,0,32nd,0,32nd,5,dotted_eighth,0.053385,0.338542,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,68,68,2.192708,18,5,dotted_eighth,0,32nd,0.841309,0,32nd,0,32nd,5,dotted_eighth,0.070312,0.33724,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,2.222656,18,7,dotted_quarter,0,32nd,0.517578,0,32nd,0,32nd,7,dotted_quarter,0.057292,0.760417,0.032
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,84,84,2.222656,18,4,eighth,0,32nd,0.479736,0,32nd,0,32nd,4,eighth,0.067708,0.299479,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,79,79,2.519531,20,6,quarter,0,32nd,0.729004,0,32nd,0,32nd,6,quarter,0.035156,0.463542,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,84,84,2.522135,20,6,quarter,0,32nd,0.69043,1,dotted_32nd,0,32nd,6,quarter,0.036458,0.460938,0.08
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,91,91,2.515625,20,6,quarter,0,32nd,0.76123,0,32nd,0,32nd,6,quarter,0.049479,0.467448,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,62,62,2.53125,20,8,half,5,dotted_eighth,0.415771,0,32nd,0,32nd,6,quarter,0.050781,0.451823,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,68,68,2.529948,20,6,quarter,0,32nd,0.526367,0,32nd,0,32nd,6,quarter,0.029948,0.453125,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,74,74,2.527344,20,6,quarter,0,32nd,0.679688,0,32nd,0,32nd,6,quarter,0.040365,0.455729,0.032
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,52,52,3.303385,26,9,dotted_half,7,dotted_quarter,0.885254,8,half,5,dotted_eighth,8,half,0.38151,0.914062,0.96
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,3.43099,27,2,16th,1,dotted_32nd,0.831055,5,dotted_eighth,5,dotted_eighth,6,quarter,0.388021,0.548177,0.368
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,62,62,3.572917,29,3,dotted_16th,2,16th,0.697266,0,32nd,2,16th,7,dotted_quarter,0.119792,0.644531,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,60,60,3.841146,31,2,16th,1,dotted_32nd,0.86084,0,32nd,0,32nd,5,dotted_eighth,0.072917,0.376302,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,3.979167,32,3,dotted_16th,1,dotted_32nd,0.923828,3,dotted_16th,0,32nd,4,eighth,0.052083,0.238281,0.176
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,67,67,4.177083,33,2,16th,1,dotted_32nd,0.788086,0,32nd,0,32nd,0,32nd,0.028646,0.040365,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,79,79,4.292969,34,2,16th,1,dotted_32nd,0.794922,2,16th,1,dotted_32nd,4,eighth,0.102865,0.231771,0.112
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,65,65,4.632812,37,2,16th,1,dotted_32nd,0.878418,2,16th,0,32nd,8,half,0.048177,0.947917,0.112
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,56,56,4.654948,37,2,16th,1,dotted_32nd,0.738281,0,32nd,1,dotted_32nd,8,half,0.105469,0.925781,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,46,46,4.764323,38,8,half,6,quarter,0.817871,0,32nd,1,dotted_32nd,7,dotted_quarter,0.078125,0.816406,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,67,67,4.77474,38,7,dotted_quarter,1,dotted_32nd,0.46582,0,32nd,2,16th,7,dotted_quarter,0.140625,0.660156,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,60,60,4.795573,38,2,16th,1,dotted_32nd,0.937012,0,32nd,0,32nd,7,dotted_quarter,0.072917,0.785156,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,4.946615,40,3,dotted_16th,2,16th,0.910156,7,dotted_quarter,0,32nd,7,dotted_quarter,0.041667,0.634115,0.688
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,74,74,5.157552,41,2,16th,1,dotted_32nd,0.765137,1,dotted_32nd,2,16th,4,eighth,0.144531,0.283854,0.08
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,79,79,5.294271,42,2,16th,1,dotted_32nd,0.757812,2,16th,2,16th,4,eighth,0.145833,0.286458,0.112
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,67,67,5.434896,43,2,16th,0,32nd,0.641602,0,32nd,0,32nd,2,16th,0.032552,0.145833,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,74,74,5.441406,44,5,dotted_eighth,3,dotted_16th,0.662598,0,32nd,0,32nd,2,16th,0.035156,0.139323,0.032
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,79,79,5.779948,46,4,eighth,2,16th,0.408447,0,32nd,0,32nd,4,eighth,0.045573,0.286458,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,91,91,5.773438,46,6,quarter,0,32nd,0.567383,0,32nd,0,32nd,6,quarter,0.058594,0.611979,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,28,28,5.786458,46,10,whole,3,dotted_16th,0.784668,0,32nd,0,32nd,10,whole,0.050781,1.933594,0.032
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,40,40,5.789062,46,5,dotted_eighth,0,32nd,0.53418,0,32nd,0,32nd,10,whole,0.052083,1.93099,0.032
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,84,84,5.78776,46,4,eighth,2,16th,0.651855,0,32nd,0,32nd,6,quarter,0.044271,0.496094,0.032
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,74,74,6.067708,49,2,16th,1,dotted_32nd,0.699219,0,32nd,0,32nd,7,dotted_quarter,0.045573,0.6875,0.032
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,79,79,6.066406,49,5,dotted_eighth,0,32nd,0.564453,0,32nd,0,32nd,5,dotted_eighth,0.044271,0.341146,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,56,56,6.199219,50,3,dotted_16th,1,dotted_32nd,0.84082,0,32nd,1,dotted_32nd,3,dotted_16th,0.08724,0.169271,0.064
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,68,68,6.204427,50,2,16th,0,32nd,0.997559,0,32nd,0,32nd,2,16th,0.058594,0.152344,0.048
2,33,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,84,84,6.283854,50,8,half,0,32nd,0.970215,1,dotted_32nd,0,32nd,8,half,0.042969,0.966146,0.08
